Audit Entity ID,Control ID,Control Title,Control Description,KPA ID,KPA Description,Specific Risk ID,Specific Risk Description
AE-30,CTRL-0552,Operating control over Financial Reporting — Period Close,Control operated within Financial Reporting — Period Close. Mitigates the risk: Risk that period-end financial statements contain material misstatement. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-006,Financial Reporting — Period Close,SR-114,Risk that period-end financial statements contain material misstatement
AE-30,CTRL-0553,Program-level oversight of AML Program Framework,Governance control providing oversight of AML Program Framework. Mitigates the risk: Risk that the AML program framework and policies are not maintained. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-016,AML Program Framework,SR-105,Risk that the AML program framework and policies are not maintained
AE-31,CTRL-0554,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-31,CTRL-0555,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that production access is not provisioned per least-privilege policy. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-118,Risk that production access is not provisioned per least-privilege policy
AE-31,CTRL-0556,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-31,CTRL-0557,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-31,CTRL-0558,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that production changes are not approved before release. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-120,Risk that production changes are not approved before release
AE-31,CTRL-0559,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-31,CTRL-0560,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-31,CTRL-0561,Operating control over Access Management,Control operated within Access Management. Mitigates the risk: Risk that user access is not recertified on the required cadence. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-010,Access Management,SR-119,Risk that user access is not recertified on the required cadence
AE-31,CTRL-0562,Operating control over Change Management,Control operated within Change Management. Mitigates the risk: Risk that emergency changes are not documented post-implementation. Evidence is retained per the control operator's workpapers and is executed at the transaction or event level.,KPA-011,Change Management,SR-121,Risk that emergency changes are not documented post-implementation
AE-31,CTRL-0563,Program-level oversight of AML Transaction Monitoring Calibration,Governance control providing oversight of AML Transaction Monitoring Calibration. Mitigates the risk: Risk that Suspicious Activity Reports are not filed within regulatory deadlines. Evidence is produced at the program or framework level and is reviewed by second-line governance on a defined cadence.,KPA-017,AML Transaction Monitoring Calibration,SR-108,Risk that Suspicious Activity Reports are not filed within regulatory deadlines
